drug_id,disease_id,label
DB00400,MESH:D058922,0
DB00952,MESH:D018856,0
DB01075,MESH:D006967,1
DB04564,MESH:D001229,0
DB01380,MESH:D000743,1
DB09154,MESH:D013968,0
DB01608,MESH:D015179,0
DB09564,MESH:D003922,1
DB06209,MESH:D020528,0
DB00360,MESH:D015746,0
DB00829,MESH:D013226,1
DB08938,MESH:D006961,1
DB11936,MESH:D050197,1
DB00308,MESH:D001282,1
DB01234,MESH:D012010,1
DB01206,MESH:D009377,0
DB09080,MESH:D029424,1
DB00744,MESH:C000590,0
DB01357,MESH:D008595,1
DB14503,MESH:D002602,0
DB00465,MESH:D008881,1
DB06343,MESH:D006506,0
DB00618,MESH:D002169,1
DB01285,MESH:D004892,1
DB00763,MESH:D005879,0
DB00105,MESH:D012514,1
DB00761,MESH:D007008,1
DB00635,MESH:D003882,1
DB00570,MESH:D006689,1
DB00772,MESH:D013851,0
DB06343,MESH:D010392,0
DB00319,MESH:D013530,1
DB06789,MESH:D008796,1
DB00056,MESH:D011317,0
DB00620,MESH:D013716,1
DB15598,MESH:D010267,0
DB00620,MESH:D010493,1
DB01598,MESH:D001201,0
DB09281,MESH:D015746,1
DB01390,MESH:D006356,1
DB00759,MESH:D002690,1
DB00349,MESH:D033461,0
DB09496,MESH:D014606,0
DB14545,MESH:D020920,0
DB09320,MESH:D012541,1
DB05273,MESH:D010383,0
DB09126,MESH:D008258,0
DB00794,MESH:D004833,1
DB14600,MESH:D014927,1
DB00287,MESH:D064146,0
DB00707,MESH:D004938,1
DB11607,MESH:D001528,0
DB00338,MESH:D052016,0
DB00224,MESH:D011565,0
DB00905,MESH:D007008,0
DB00748,MESH:D000799,1
DB00951,MESH:D015270,1
DB01202,MESH:D011537,0
DB09029,MESH:D015535,1
DB00490,MESH:D001008,1
DB12532,MESH:D014435,0
DB09324,MESH:D004696,1
DB01611,MESH:D012859,1
DB01576,MESH:D001289,1
DB00552,MESH:D007943,1
DB00620,MESH:D006934,1
DB09112,MESH:D015535,0
DB09389,MESH:D001008,0
DB08860,MESH:D006954,1
DB00315,MESH:D003881,0
DB01415,MESH:D005185,0
DB01036,MESH:D016055,0
DB00381,MESH:D018212,0
DB09081,MESH:D045888,0
DB00495,MESH:D017192,0
DB00618,MESH:D005892,1
DB09555,MESH:D012223,1
DB06705,MESH:D004761,0
DB09296,MESH:D003456,0
DB00904,MESH:D014839,1
DB05829,MESH:D012899,0
DB00207,MESH:D007752,0
DB00563,MESH:D008180,1
DB00026,MESH:C565798,1
DB00966,MESH:D006333,1
DB00362,MESH:D002177,1
DB00861,MESH:D064646,0
DB00881,MESH:D018487,1
DB00435,MESH:D014593,0
DB13152,MESH:D002771,0
DB06723,MESH:D061218,0
DB00231,MESH:D006628,0
DB04844,MESH:D006952,0
DB00936,MESH:D009101,0
DB00216,MESH:D020018,0
DB01624,MESH:D020262,1
DB01212,MESH:D001922,1
DB01076,MESH:D009203,1
DB01764,MESH:D008224,0
DB00048,MESH:D008228,0
DB00850,MESH:D000341,1
DB09517,MESH:D018798,1
DB01380,MESH:D005199,1
DB01203,MESH:D013281,0
DB01356,MESH:D012713,0
DB00333,MESH:D009293,1
DB00475,MESH:D065631,0
DB01083,MESH:D009472,0
DB00344,MESH:D002311,0
DB01036,MESH:D004915,0
DB11345,MESH:D063806,1
DB00335,MESH:D006333,1
DB01233,MESH:D020250,1
DB13501,MESH:D011565,1
DB00071,MESH:D018487,0
DB00726,MESH:D053206,1
DB00674,MESH:D000544,1
DB09096,MESH:D012883,0
DB01073,MESH:C079345,1
DB00621,MESH:D004831,0
DB00639,MESH:D003693,0
DB08903,MESH:D012208,0
DB09266,MESH:D066066,1
DB01235,MESH:D002169,0
DB01149,MESH:D011702,0
DB00110,MESH:D017676,0
DB00250,MESH:D000152,1
DB00318,MESH:D003371,1
DB01131,MESH:D003111,0
DB00705,MESH:D046349,0
DB00577,MESH:D006562,1
DB00040,MESH:D013700,0
DB08934,MESH:C536896,0
DB00451,MESH:D001630,0
DB00240,MESH:D000430,0
DB01344,MESH:D006947,1
DB00575,MESH:D006973,1
DB06811,MESH:D003555,0
DB00313,MESH:D003863,1
DB04845,MESH:D001932,0
DB09104,MESH:D004415,1
DB00970,MESH:C565798,0
DB00648,MESH:D007024,0
DB00181,MESH:D013036,1
DB05676,MESH:D000744,0
DB00738,MESH:D011020,1
DB00970,MESH:D009396,1
DB01206,MESH:D004714,0
DB00136,MESH:D006962,1
DB00273,MESH:D004830,1
DB00896,MESH:D015473,0
DB01263,MESH:D007877,0
DB00257,MESH:D002179,1
DB00020,MESH:D002690,0
DB00484,MESH:D004714,0
DB00683,MESH:C567379,0
DB00635,MESH:D011111,1
DB00426,MESH:D034721,0
DB01234,MESH:D014605,1
DB11606,MESH:D000077,0
DB06792,MESH:D020803,0
DB00437,MESH:D015470,0
DB01009,MESH:D010146,1
DB00415,MESH:C000590,1
DB00759,MESH:D005892,1
DB00438,MESH:D002494,1
DB06819,MESH:D056806,1
DB00585,MESH:D016481,1
DB00541,MESH:D016553,1
DB01069,MESH:D006255,1
DB09075,MESH:D020246,1
DB04835,MESH:D016849,0
DB00806,MESH:D012507,0
DB00741,MESH:D063926,1
DB01234,MESH:D016460,1
DB01137,MESH:D014526,0
DB00448,MESH:D016481,1
DB01005,MESH:D006646,0
DB01099,MESH:D002481,0
DB00959,MESH:D001172,1
DB00312,MESH:D056844,0
DB00766,MESH:D012852,1
DB00017,MESH:D013958,0
DB00748,MESH:C536612,1
DB00784,MESH:D016262,0
DB00175,MESH:D015228,1
DB11597,MESH:D016553,1
DB00042,MESH:D006402,0
DB01026,MESH:D006660,1
DB00834,MESH:D016084,0
DB13140,MESH:D044682,0
DB00153,MESH:D007015,1
DB01592,MESH:D000740,1
DB09035,MESH:D006528,1
DB01232,MESH:D015658,1
DB00765,MESH:D012393,0
DB00736,MESH:D012559,0
DB00635,MESH:D001172,1
DB11614,MESH:D011537,1
DB00207,MESH:D014069,1
DB00611,MESH:D014582,0
DB08906,MESH:D009402,0
DB06366,MESH:D008105,0
DB05679,MESH:D006660,0
DB00529,MESH:D006561,1
DB01586,MESH:D055744,0
DB00986,MESH:D001932,0
DB01284,MESH:D010488,1
DB01059,MESH:D007020,0
DB00759,MESH:D003015,1
DB00083,MESH:D007759,0
DB01764,MESH:D007020,0
DB01282,MESH:D006473,1
DB00451,MESH:D006042,1
DB09123,MESH:D008595,1
DB03085,MESH:D007177,0
DB00399,MESH:D010013,0
DB00712,MESH:D010003,1
DB00214,MESH:D006973,1
DB00355,MESH:D011293,0
DB01049,MESH:D011605,0
DB00713,MESH:D013530,1
DB09395,MESH:D034363,0
DB03088,MESH:D009450,0
DB00297,MESH:D010267,1
DB00620,MESH:D015210,1
DB01495,MESH:D018781,1
DB00783,MESH:D001943,1
DB13501,MESH:D010787,1
DB01597,MESH:D017192,1
DB00798,MESH:D005499,1
DB00482,MESH:D059787,1
DB04209,MESH:D059352,0
DB00916,MESH:D016470,1
DB11228,MESH:D006943,0
DB01279,MESH:D003111,0
DB00392,MESH:D001480,1
DB09269,MESH:D053158,0
DB00820,MESH:D007172,1
DB00188,MESH:D010015,0
DB00047,MESH:D003924,1
DB00552,MESH:D009182,1
DB00175,MESH:D001602,0
DB00620,MESH:D010392,1
DB00396,MESH:D008796,1
DB01380,MESH:D014390,1
DB13985,MESH:D001748,0
DB09090,MESH:D001660,1
DB00860,MESH:D063926,1
DB00888,MESH:D009182,1
DB00624,MESH:D007006,1
DB02300,MESH:D011565,1
DB01158,MESH:D000031,0
DB00997,MESH:D013274,1
DB11730,MESH:D001943,1
DB00875,MESH:D055953,0
DB00752,MESH:D014806,0
DB03796,MESH:D005183,0
DB00581,MESH:D003324,0
DB14046,MESH:D002062,0
DB00363,MESH:D016728,1
DB00682,MESH:D001250,0
DB10317,MESH:D002644,1
DB01225,MESH:D054058,1
DB00839,MESH:D014211,0
DB11951,MESH:D010874,0
DB11823,MESH:D061218,1
DB06210,MESH:D013921,1
DB09081,MESH:D029242,1
DB00493,MESH:D004716,1
DB12301,MESH:D011655,0
DB00798,MESH:D007169,1
DB00780,MESH:D003863,1
DB15593,MESH:C030635,1
DB00765,MESH:D009765,0
DB01409,MESH:D012131,0
DB00718,MESH:C031967,0
DB00618,MESH:D015001,1
DB00099,MESH:D064147,1
DB09147,MESH:D061218,0
DB00759,MESH:D004927,1
DB11624,MESH:D000740,1
DB01131,MESH:D012541,0
DB00344,MESH:D008275,0
DB00180,MESH:D008368,0
DB13501,MESH:D007249,1
DB00671,MESH:D011014,1
DB00408,MESH:D013746,0
DB01069,MESH:C537169,1
DB00619,MESH:D013322,0
DB00258,MESH:D009436,0
DB00868,MESH:D013575,0
DB11065,MESH:D009771,0
DB00396,MESH:D011247,1
DB00195,MESH:D001919,0
DB01323,MESH:D063806,1
DB13235,MESH:C535758,0
DB08930,MESH:D003586,0
DB00206,MESH:D064646,0
DB00036,MESH:D006470,1
DB01017,MESH:D014141,1
DB01262,MESH:D015470,1
DB01062,MESH:D011086,0
DB00215,MESH:D003929,1
DB01410,MESH:D012221,1
DB11221,MESH:C000593,0
DB00970,MESH:D012512,1
DB09165,MESH:D006177,0
DB00529,MESH:D018710,0
DB14498,MESH:D003448,0
DB13173,MESH:D009472,1
DB01393,MESH:D018223,0
DB04855,MESH:D001281,1
DB00264,MESH:D006973,1
DB00903,MESH:D009404,1
DB00250,MESH:D020896,0
DB00500,MESH:D012749,0
DB09067,MESH:D008545,0
DB00415,MESH:D012475,1
DB01380,MESH:D012221,1
DB09089,MESH:D014590,0
DB01114,MESH:D006339,0
DB01120,MESH:C000619,0
DB00887,MESH:C536777,0
DB08936,MESH:D065631,1
DB00762,MESH:D051271,0
DB09161,MESH:D018212,0
DB00697,MESH:D058447,0
DB08824,MESH:D005892,0
DB00475,MESH:D000341,1
DB04930,MESH:D012871,0
DB09280,MESH:D020256,0
DB06822,MESH:D020246,1
DB01064,MESH:D021921,0
DB10989,MESH:D010249,0
DB01284,MESH:D003231,1
DB00545,MESH:D010874,0
DB00773,MESH:D009909,0
DB00387,MESH:D003872,0
DB00044,MESH:D007246,1
DB01100,MESH:D007299,0
DB08907,MESH:D007676,1
DB00287,MESH:D058186,0
DB08936,MESH:D006255,1
DB00479,MESH:D000071,1
DB00572,MESH:D018562,0
DB00250,MESH:D007759,0
DB01280,MESH:D006938,0
DB00615,MESH:D007896,0
DB00068,MESH:D020528,1
DB00741,MESH:D001172,1
DB09270,MESH:D012778,0
DB00970,MESH:D018139,0
DB00741,MESH:D004892,1
DB04209,MESH:D005368,0
DB11586,MESH:D000753,0
DB01224,MESH:D001714,1
DB00526,MESH:C079345,1
DB13960,MESH:D006980,0
DB06228,MESH:D009203,1
DB01003,MESH:D003233,1
DB13910,MESH:D034721,0
DB01232,MESH:D004932,0
DB04918,MESH:D010488,0
DB01042,MESH:D008527,0
DB01403,MESH:D009956,0
DB00104,MESH:D000172,1
DB00622,MESH:D060050,1
DB13501,MESH:D006086,0
DB08826,MESH:D019190,1
DB00570,MESH:D001749,1
DB00635,MESH:D011020,1
DB00692,MESH:D004473,0
DB01267,MESH:D012559,1
DB00819,MESH:D015812,1
DB00051,MESH:D017511,1
DB00681,MESH:D008976,0
DB00761,MESH:D063730,0
DB00244,MESH:D011350,1
DB09314,MESH:D014718,1
DB00663,MESH:D008583,0
DB11640,MESH:D010211,0
DB00300,MESH:D011507,0
DB00881,MESH:D003928,1
DB00025,MESH:D008100,0
DB00794,MESH:D020329,1
DB00455,MESH:D006255,1
DB00521,MESH:D051436,0
DB00575,MESH:D019958,1
DB00873,MESH:D003231,1
DB00552,MESH:D014526,0
DB00308,MESH:D005368,0
DB00541,MESH:D031901,1
DB13910,MESH:D000787,1
DB00343,MESH:D006947,0
DB00736,MESH:D006356,1
DB00472,MESH:D000437,1
DB01112,MESH:D004892,0
DB09320,MESH:D001424,1
DB00965,MESH:D019148,0
DB09320,MESH:D005892,1
DB00601,MESH:D017192,1
DB13125,MESH:D009362,0
DB01233,MESH:D005764,1
DB01112,MESH:D008193,1
DB01204,MESH:D054198,1
DB13943,MESH:D007006,1
DB00335,MESH:D009203,1
DB00987,MESH:D054198,1
DB09102,MESH:D001005,0
DB00965,MESH:D013207,0
DB00062,MESH:D034141,1
DB00443,MESH:D000305,1
DB09050,MESH:D018410,1
DB01380,MESH:D013716,1
DB01184,MESH:D009879,0
DB00951,MESH:D003869,0
DB00063,MESH:D017285,0
DB08933,MESH:D010326,0
DB04839,MESH:D007752,0
DB00987,MESH:D012899,0
DB00985,MESH:D007759,1
DB01327,MESH:D006483,1
DB00974,MESH:D013945,0
DB12865,MESH:D006962,1
DB05679,MESH:D015535,1
DB01225,MESH:D000072,1
DB00717,MESH:C537436,1
DB01238,MESH:D012559,1
DB00835,MESH:D006255,1
DB09255,MESH:D015352,1
DB09082,MESH:D014406,0
DB09045,MESH:D010612,0
DB00557,MESH:D002602,0
DB01129,MESH:D004381,1
DB08872,MESH:C400741,1
DB00290,MESH:D010412,1
DB00531,MESH:D001943,1
DB00370,MESH:D005356,1
DB00205,MESH:D001196,0
DB03796,MESH:D005076,1
DB00109,MESH:D012472,0
DB00681,MESH:D007896,1
DB08918,MESH:D011618,0
DB00908,MESH:C000593,0
DB11580,MESH:D014219,0
DB00898,MESH:D011470,0
DB00741,MESH:D001607,1
DB00836,MESH:D055191,0
DB11201,MESH:D013736,0
DB14048,MESH:D009471,0
DB09484,MESH:D020820,0
DB01075,MESH:D000799,1
DB00888,MESH:D011087,1
DB00953,MESH:D003397,0
DB01197,MESH:D010188,0
DB10583,MESH:D013742,1
DB00572,MESH:D000550,1
DB01597,MESH:C544287,1
DB09555,MESH:D006967,1
DB00529,MESH:D055953,0
DB00461,MESH:D001172,1
DB14500,MESH:C074502,1
DB11221,MESH:D010267,0
DB00186,MESH:D000430,1
DB09265,MESH:D066066,0
DB01263,MESH:D008548,0
DB00962,MESH:D015715,0
DB14539,MESH:D011537,1
DB00759,MESH:D002169,1
DB01081,MESH:D003480,0
DB00283,MESH:D065631,1
DB01165,MESH:D003320,1
DB11988,MESH:D010013,0
DB00563,MESH:D009103,1
DB00184,MESH:D012213,0
DB00190,MESH:D054179,0
DB00806,MESH:D014647,1
DB08893,MESH:D006973,0
DB00222,MESH:D003924,1
DB00019,MESH:D011711,0
DB13906,MESH:D003877,1
DB00741,MESH:D012010,1
DB01248,MESH:D055752,1
DB01284,MESH:D013167,1
DB01591,MESH:D053201,1
DB09555,MESH:D065631,1
DB00635,MESH:D002583,0
DB00691,MESH:D017180,0
DB00443,MESH:D000743,1
DB01611,MESH:D014820,0
DB01140,MESH:D017192,1
DB00507,MESH:D003457,1
DB00297,MESH:D008179,1
DB00361,MESH:D004938,1
DB06077,MESH:D013207,0
DB01064,MESH:D013575,1
DB01198,MESH:D010392,0
DB01001,MESH:D006947,1
DB01202,MESH:D009120,0
DB00952,MESH:D000292,0
DB00563,MESH:D015535,0
DB01124,MESH:D018781,0
DB12924,MESH:D018879,0
DB08813,MESH:D000789,1
DB01598,MESH:C544287,1
DB00477,MESH:D013958,0
DB14513,MESH:D008275,1
DB00433,MESH:D058866,0
DB00341,MESH:D012221,1
DB00916,MESH:D011014,1
DB09320,MESH:D004672,0
DB00443,MESH:D017285,1
DB11626,MESH:C544287,0
DB00047,MESH:D003920,1
DB01744,MESH:D001416,1
DB00169,MESH:D005414,0
DB11282,MESH:D010493,0
DB01182,MESH:D013617,1
DB05381,MESH:C564320,0
DB13910,MESH:D006339,0
DB14041,MESH:D008881,1
DB09046,MESH:D001750,0
DB00772,MESH:D010374,1
DB00470,MESH:D008224,0
DB00819,MESH:D000471,1
DB00254,MESH:D012373,1
DB09097,MESH:D006966,1
DB01204,MESH:D020528,1
DB01110,MESH:D004412,0
DB00935,MESH:D016171,0
DB00635,MESH:D063926,1
DB00916,MESH:D004716,1
DB00040,MESH:D007003,1
DB00502,MESH:D009771,1
DB00028,MESH:D000077329,1
DB00469,MESH:D010003,1
DB01609,MESH:D019190,1
DB00417,MESH:D005892,1
DB09462,MESH:D003248,1
DB00873,MESH:D007249,1
DB11092,MESH:D003731,1
DB00588,MESH:D001249,1
DB00878,MESH:D016470,0
DB11842,MESH:D010911,0
DB00875,MESH:D012559,1
DB09546,MESH:D009447,1
DB00176,MESH:D052018,1
DB00552,MESH:D054403,1
DB00025,MESH:D006467,1
DB00370,MESH:D003866,1
DB06824,MESH:D016584,0
DB01234,MESH:D011015,1
DB00635,MESH:D001171,1
DB01050,MESH:D013167,1
DB00297,MESH:D008010,1
DB04931,MESH:D006356,0
DB00649,MESH:D001424,0
DB00279,MESH:D001759,0
DB13152,MESH:C538678,0
DB00594,MESH:D011141,1
DB06228,MESH:D009164,0
DB01198,MESH:D003397,0
DB00035,MESH:D053158,1
DB00552,MESH:D015266,0
DB09075,MESH:D011655,1
DB00259,MESH:D009041,0
DB00244,MESH:D003424,1
DB00207,MESH:D002575,1
DB00759,MESH:D002771,1
DB06820,MESH:D012213,0
DB00091,MESH:C536404,1
DB01620,MESH:D003139,1
DB01043,MESH:D014890,0
DB06285,MESH:D003371,0
DB00531,MESH:D008219,0
DB00273,MESH:D006527,0
DB00560,MESH:D011014,1
DB01395,MESH:D003480,0
DB00627,MESH:D006954,1
DB01421,MESH:D006391,0
DB00364,MESH:D013276,1
DB04572,MESH:D018269,1
DB00343,MESH:D006976,1
DB11859,MESH:D055665,0
DB00799,MESH:D016532,0
DB00177,MESH:D009325,0
DB01204,MESH:D020529,1
DB01240,MESH:D010411,0
DB01176,MESH:D016532,0
DB00671,MESH:D012480,1
DB01033,MESH:D003424,1
DB00856,MESH:D045888,0
DB09122,MESH:D055744,0
DB13140,MESH:D019449,0
DB01140,MESH:D001145,0
DB13910,MESH:D004826,0
DB00615,MESH:C563477,0
DB00851,MESH:D008059,0
DB06710,MESH:D009450,0
DB01285,MESH:D007634,1
DB00804,MESH:D043183,1
DB00398,MESH:D046152,1
DB11093,MESH:D000755,0
DB01222,MESH:D009298,1
DB00254,MESH:D002169,1
DB01167,MESH:D010229,1
DB13906,MESH:D011538,1
DB01324,MESH:D013945,0
DB01035,MESH:D017180,1
DB00360,MESH:D012509,0
DB00515,MESH:D054363,1
DB06689,MESH:D003288,0
DB00035,MESH:D015430,0
DB01032,MESH:C537696,1
DB04844,MESH:D018798,0
DB01101,MESH:D004938,1
DB01190,MESH:D001404,1
DB00254,MESH:D004404,1
DB01914,MESH:D020018,0
DB01597,MESH:D000795,0
DB09269,MESH:D012061,0
DB00062,MESH:D020896,1
DB00573,MESH:D017484,0
DB00626,MESH:D002056,1
DB00608,MESH:D012507,1
DB01047,MESH:C567091,0
DB04160,MESH:D009203,1
DB11089,MESH:D007938,0
DB00087,MESH:D020261,0
DB00584,MESH:D006973,1
DB00165,MESH:D020250,1
DB00305,MESH:D012770,0
DB03651,MESH:D010974,0
DB00318,MESH:D064420,0
DB00790,MESH:D014883,0
DB00575,MESH:D004393,1
DB01058,MESH:D005211,1
DB00157,MESH:D002575,0
DB00105,MESH:D008545,1
DB00263,MESH:D016538,0
DB06228,MESH:D006938,0
DB00877,MESH:D006086,1
DB08813,MESH:D006966,0
DB01234,MESH:D009902,1
DB11712,MESH:D004775,0
DB01330,MESH:D000292,1
DB01053,MESH:D000196,1
DB08907,MESH:D019966,0
DB00835,MESH:D007022,0
DB00042,MESH:D012798,1
DB00297,MESH:D000506,1
DB00519,MESH:D006973,1
DB01062,MESH:D053201,1
DB09118,MESH:D010493,0
DB00972,MESH:D002690,0
DB09496,MESH:D000069,0
DB09481,MESH:D015746,1
DB00744,MESH:D002100,0
DB01203,MESH:D004887,0
DB00344,MESH:D010003,0
DB09499,MESH:D014211,0
DB00417,MESH:D001424,1
DB00648,MESH:D050197,0
DB00125,MESH:D056806,1
DB02300,MESH:D006391,0
DB00936,MESH:D001660,0
DB00934,MESH:D001007,1
DB01285,MESH:D008180,1
DB06207,MESH:C079345,0
DB00401,MESH:D008105,0
DB09082,MESH:D003327,0
DB04896,MESH:D004485,0
DB11799,MESH:D020276,1
DB12020,MESH:D010911,0
DB01048,MESH:D015658,1
DB00963,MESH:D058447,1
DB00884,MESH:D014406,0
DB01421,MESH:D018237,0
DB00761,MESH:D004886,0
DB14512,MESH:D001249,1
DB01147,MESH:D003235,0
DB01380,MESH:D001607,1
DB00959,MESH:D009335,1
DB09564,MESH:D006084,0
DB01165,MESH:D004823,1
DB01223,MESH:D001991,1
DB13269,MESH:C538678,0
DB00175,MESH:D003324,1
DB12010,MESH:D016553,1
DB01270,MESH:D003930,1
DB09083,MESH:D018487,1
DB00918,MESH:D008881,1
DB01390,MESH:D004415,1
DB00531,MESH:D009157,1
DB00253,MESH:D015423,1
DB00494,MESH:D006504,0
DB00749,MESH:D001171,1
DB00394,MESH:D001480,0
DB00065,MESH:D014581,0
DB01377,MESH:D004415,1
DB09148,MESH:D000544,1
DB00502,MESH:D005879,1
DB00184,MESH:D003731,1
DB00250,MESH:D011081,1
DB01141,MESH:D002051,0
DB11703,MESH:D008796,0
DB13158,MESH:D017449,1
DB00366,MESH:D007251,1
DB00571,MESH:D006391,1
DB00330,MESH:D009164,1
DB00518,MESH:D016881,1
DB00863,MESH:D013167,1
DB01065,MESH:D007319,1
DB06779,MESH:D064646,1
DB00193,MESH:D017726,0
DB12615,MESH:D011928,0
DB13933,MESH:D002707,0
DB00206,MESH:D011618,1
DB11089,MESH:D004931,0
DB00496,MESH:D009472,0
DB08938,MESH:D002114,1
DB00754,MESH:D012640,1
DB06702,MESH:D008607,0
DB01416,MESH:D013927,0
DB01150,MESH:D001424,1
DB01109,MESH:D000789,1
DB01275,MESH:D013617,0
DB00541,MESH:D012514,1
DB01138,MESH:D013585,0
DB00957,MESH:D015663,1
DB00974,MESH:D014235,0
DB06228,MESH:D001748,0
DB09122,MESH:D009103,1
DB01323,MESH:D007938,0
DB06207,MESH:D009335,0
DB00959,MESH:D008179,1
DB00972,MESH:D013167,0
DB00541,MESH:D006689,1
DB00252,MESH:D008219,0
DB00566,MESH:D020261,1
DB00582,MESH:D003047,1
DB00027,MESH:D008275,0
DB13501,MESH:D012628,1
DB00030,MESH:D003922,1
DB05018,MESH:D000795,1
DB00585,MESH:C535646,0
DB01022,MESH:D007020,1
DB00675,MESH:D018222,1
DB01058,MESH:D014201,1
DB11995,MESH:D020246,0
DB13944,MESH:D012141,0
DB00635,MESH:D014657,1
DB04839,MESH:D013322,0
DB01165,MESH:D010032,1
DB06412,MESH:D012010,1
DB00362,MESH:D061686,0
DB00359,MESH:D014141,1
DB00775,MESH:D006996,0
DB00620,MESH:D013921,1
DB00290,MESH:D006689,1
DB00515,MESH:D002590,0
DB13928,MESH:D045908,0
DB00006,MESH:D009085,0
DB06410,MESH:D010003,0
DB01100,MESH:D020323,1
DB00254,MESH:D008219,1
DB13139,MESH:D000744,0
DB00199,MESH:D013207,1
DB00618,MESH:D012749,1
DB00956,MESH:D003371,1
DB06709,MESH:D001750,0
DB09061,MESH:D009103,1
DB00243,MESH:D014927,1
DB06366,MESH:D001943,1
DB00417,MESH:D012541,1
DB01595,MESH:D007319,1
DB14597,MESH:D002006,0
DB01285,MESH:D013167,1
DB00773,MESH:D008269,0
DB00426,MESH:D012475,0
DB09353,MESH:D003877,0
DB00471,MESH:D009204,0
DB00198,MESH:D007251,1
DB01059,MESH:D000069836,0
DB00460,MESH:D017674,0
DB00950,MESH:D065631,1
DB14730,MESH:D046350,0
DB00264,MESH:D013958,1
DB09228,MESH:D011085,0
DB06815,MESH:D002764,0
DB01076,MESH:D008169,0
DB13906,MESH:D009450,1
DB09037,MESH:D002583,1
DB00359,MESH:D010930,1
DB01076,MESH:D006937,1
DB06282,MESH:D000080,1
DB00970,MESH:D006726,0
DB00679,MESH:D012817,0
DB00054,MESH:D003448,0
DB00865,MESH:D043183,0
DB06211,MESH:C544287,1
DB00005,MESH:D006261,0
DB13152,MESH:D008881,0
DB02659,MESH:D013262,0
DB09183,MESH:D019698,1
DB00673,MESH:D020250,1
DB00741,MESH:D002833,1
DB00860,MESH:D014390,1
DB09570,MESH:D009101,1
DB01120,MESH:D003924,1
DB04868,MESH:D015466,1
DB01215,MESH:D007319,1
DB00376,MESH:D010300,1
DB01203,MESH:D001281,1
DB00060,MESH:D000686,0
DB00572,MESH:D010437,1
DB00539,MESH:D020176,0
DB00042,MESH:D014103,1
DB00571,MESH:D014438,0
DB00983,MESH:D001250,1
DB00254,MESH:D010412,0
DB00620,MESH:D001249,1
DB06761,MESH:C566881,1
DB09146,MESH:D001145,0
DB00475,MESH:D001008,1
DB01087,MESH:D064726,0
DB01067,MESH:D003924,1
DB01234,MESH:D013585,1
DB04931,MESH:D059787,0
DB00945,MESH:D006261,1
DB00126,MESH:D002169,0
DB00619,MESH:D015465,1
DB01069,MESH:D010149,1
DB00577,MESH:D007018,0
DB00087,MESH:D007239,0
DB00246,MESH:D001714,1
DB00653,MESH:D003920,0
DB00422,MESH:D008180,0
DB08897,MESH:D008175,0
DB01323,MESH:D009771,1
DB00967,MESH:D000080,1
DB00264,MESH:D006333,1
DB00557,MESH:D001007,1
DB01611,MESH:D011778,1
DB11607,MESH:D000077260,0
DB00646,MESH:D058365,1
DB09133,MESH:D022124,0
DB00363,MESH:D011605,1
DB00411,MESH:D010412,0
DB00270,MESH:D013616,0
DB09026,MESH:D012760,0
DB01624,MESH:D003329,0
DB01124,MESH:D059268,0
DB01238,MESH:D011618,1
DB00224,MESH:D016055,0
DB06824,MESH:D013923,0
DB04876,MESH:D001228,0
DB00262,MESH:C079345,1
DB00615,MESH:D015270,1
DB01610,MESH:D009377,0
DB00959,MESH:D009879,1
DB00337,MESH:C535959,0
DB00334,MESH:D001991,0
DB00455,MESH:D000080,1
DB08938,MESH:D006356,1
DB01167,MESH:D003047,1
DB00668,MESH:D015466,0
DB00860,MESH:D007634,1
DB04920,MESH:D009335,0
DB01091,MESH:D017484,0
DB00369,MESH:D017726,1
DB06273,MESH:D058365,0
DB00296,MESH:C535438,0
DB01390,MESH:D004238,0
DB00325,MESH:D006333,1
DB06695,MESH:D019320,1
DB01340,MESH:D006333,1
DB04815,MESH:D005499,1
DB00683,MESH:C566881,0
DB00480,MESH:D020522,1
DB04815,MESH:D003876,1
DB01212,MESH:D002602,1
DB00575,MESH:D013375,1
DB00707,MESH:D001851,0
DB01380,MESH:D014235,1
DB13910,MESH:D007827,1
DB00283,MESH:D015223,0
DB14016,MESH:D013035,1
DB06412,MESH:D003704,0
DB00635,MESH:D015210,1
DB00044,MESH:D000562,0
DB00321,MESH:D053206,1
DB00930,MESH:D003924,1
DB00201,MESH:D012509,0
DB00780,MESH:D001714,1
DB00898,MESH:D001919,0
DB00566,MESH:D013575,0
DB00999,MESH:D000075,1
DB13501,MESH:D012220,0
DB14975,MESH:D064726,0
DB11095,MESH:D006980,0
DB01409,MESH:D001249,1
DB00912,MESH:D016553,0
DB01211,MESH:D014917,1
DB06608,MESH:D016780,1
DB01234,MESH:D003877,1
DB00503,MESH:D015658,1
DB00758,MESH:D001249,0
DB11653,MESH:D016460,0
DB04861,MESH:D006973,1
DB00935,MESH:C567091,1
DB00741,MESH:D011015,1
DB00838,MESH:D015473,0
DB00325,MESH:D055623,0
DB01143,MESH:D002825,0
DB14600,MESH:D006327,0
DB01177,MESH:D015470,1
DB00951,MESH:D055985,1
DB01091,MESH:D001480,0
DB00572,MESH:D013035,1
DB12243,MESH:D000690,1
DB00740,MESH:D004941,0
DB06212,MESH:D013945,0
DB06230,MESH:D006086,0
DB08917,MESH:D003873,0
DB00387,MESH:D001480,1
DB00860,MESH:C535590,1
DB11201,MESH:D001480,0
DB09079,MESH:D017726,0
DB00766,MESH:D010033,1
DB00656,MESH:D007319,1
