drug_id
DB00615
DB00618
DB00619
DB00620
DB00621
DB00622
DB00623
DB00624
DB00625
DB00626
DB00627
DB00628
DB00630
DB00632
DB00633
DB00634
DB00635
DB00639
DB00640
DB00641
DB00642
DB00643
DB00645
DB00646
DB00647
DB00648
DB00649
DB00650
DB00653
DB00654
DB00656
DB00657
DB00658
DB00659
DB00660
DB00661
DB00662
DB00663
DB00666
DB00668
DB00669
DB00671
DB00672
DB00673
DB00674
DB00675
DB00678
DB00679
DB00681
DB00682
DB00683
DB00684
DB00685
DB00686
DB00687
DB00690
DB00691
DB00692
DB00693
DB00694
DB00695
DB00696
DB00697
DB00698
DB00700
DB00703
DB00704
DB00705
DB00706
DB00707
DB00708
DB00709
DB00710
DB00712
DB00713
DB00715
DB00716
DB00717
DB00718
DB00720
DB00722
DB00724
DB00725
DB00726
DB00727
DB00731
DB00733
DB00734
DB00735
DB00736
DB00737
DB00738
DB00740
DB00741
DB00742
DB00743
DB00744
DB00745
DB00746
DB00747
DB00748
DB00749
DB00752
DB00754
DB00755
DB00756
DB00757
DB00758
DB00759
DB00760
DB00761
DB00762
DB00763
DB00765
DB00766
DB00768
DB00770
DB00771
DB00772
DB00773
DB00774
DB00775
DB00776
DB00780
DB00781
DB00782
DB00783
DB00784
DB00787
DB00788
DB00790
DB00794
DB00795
DB00796
DB00798
DB00799
DB00800
DB00803
DB00804
DB00806
DB00808
DB00811
DB00813
DB00814
DB00816
DB00819
DB00820
DB00822
DB00823
DB00825
DB00828
DB00829
DB00831
DB00833
DB00834
DB00835
DB00836
DB00838
DB00839
DB00841
DB00842
DB00843
DB00846
DB00847
DB00850
DB00851
DB00852
DB00853
DB00855
DB00856
DB00857
DB00859
DB00860
DB00861
DB00862
DB00863
DB00864
DB00865
DB00868
DB00869
DB00871
DB00873
DB00875
DB00876
DB00877
DB00878
DB00879
DB00880
DB00881
DB00883
DB00884
DB00887
DB00888
DB00889
DB00893
DB00895
DB00896
DB00897
DB00898
DB00900
DB00903
DB00904
DB00905
DB00906
DB00908
DB00909
DB00910
DB00911
DB00912
DB00915
DB00916
DB00917
DB00918
DB00920
DB00921
DB00924
DB00925
DB00927
DB00928
DB00929
DB00930
DB00932
DB00934
DB00935
DB00936
DB00938
DB00939
DB00945
DB00949
DB00950
DB00951
DB00952
DB00953
DB00956
DB00957
DB00958
DB00959
DB00960
DB00962
DB00963
DB00964
DB00965
DB00966
DB00967
DB00968
DB00969
DB00970
DB00971
DB00972
DB00974
DB00975
DB00977
DB00978
DB00979
DB00980
DB00982
DB00983
DB00985
DB00986
DB00987
DB00988
DB00989
DB00991
DB00992
DB00993
DB00994
DB00995
DB00996
DB00997
DB00998
DB00999
DB01001
DB01003
DB01004
DB01005
DB01006
DB01007
DB01008
DB01009
DB01010
DB01012
DB01015
DB01016
DB01017
DB01018
DB01019
DB01020
DB01022
DB01023
DB01026
DB01029
DB01030
DB01032
DB01033
DB01035
DB01036
DB01037
DB01039
DB01041
DB01042
DB01043
DB01044
DB01045
DB01046
DB01047
DB01048
DB01049
DB01050
DB01053
DB01057
DB01058
DB01059
DB01060
DB01062
DB01064
DB01065
DB01066
DB01067
DB01068
DB01069
DB01072
DB01073
DB01075
DB01076
DB01077
DB01079
DB01080
DB01081
DB01082
DB01083
DB01085
DB01086
DB01087
DB01091
DB01093
DB01095
DB01097
DB01098
DB01099
DB01100
DB01101
DB01104
DB01106
DB01109
DB01110
DB01111
DB01112
DB01113
DB01114
DB01115
DB01117
DB01118
DB01119
DB01120
DB01124
DB01126
DB01127
DB01129
DB01130
DB01131
DB01132
DB01136
DB01137
DB01138
DB01140
DB01141
DB01142
DB01143
DB01144
DB01146
DB01147
DB01148
DB01149
DB01150
DB01151
DB01155
DB01156
DB01157
DB01158
DB01162
DB01164
DB01165
DB01166
DB01167
DB01168
DB01171
DB01172
DB01173
DB01174
DB01175
DB01176
DB01177
DB01179
DB01181
DB01182
DB01183
DB01184
DB01185
DB01186
DB01188
DB01190
DB01192
DB01193
DB01194
DB01195
DB01197
DB01198
DB01200
DB01201
DB01202
DB01203
DB01204
DB01206
DB01210
DB01211
DB01212
DB01214
DB01215
DB01216
DB01217
DB01219
DB01220
DB01222
DB01223
DB01224
DB01225
DB01229
DB01232
DB01233
DB01234
DB01235
DB01238
DB01240
DB01241
DB01242
DB01246
DB01247
DB01248
DB01250
DB01253
DB01254
DB01255
DB01257
DB01260
DB01261
DB01262
DB01263
DB01264
DB01265
DB01266
DB01267
DB01268
DB01270
DB01271
DB01272
DB01274
DB01275
DB01276
DB01278
DB01279
DB01280
DB01281
DB01282
DB01284
DB01285
DB01294
DB01303
DB01306
DB01307
DB01309
DB01319
DB01320
DB01323
DB01324
DB01327
DB01330
DB01331
DB01340
DB01344
DB01356
DB01357
DB01364
DB01367
DB01369
DB01377
DB01380
DB01390
DB01393
DB01394
DB01395
DB01400
DB01401
DB01403
DB01406
DB01409
DB01410
DB01413
DB01415
DB01416
DB01418
DB01421
DB01428
DB01432
DB01436
DB01495
DB01501
DB01558
DB01563
DB01575
DB01576
DB01577
DB01586
DB01589
DB01591
DB01592
DB01593
DB01595
DB01597
DB01598
DB01600
DB01601
DB01606
DB01607
DB01608
DB01609
DB01610
DB01611
DB01618
DB01620
DB01621
DB01622
DB01623
DB01624
DB01627
DB01638
DB01656
DB01744
DB01764
DB01839
DB01878
DB01914
DB02300
DB02325
DB02513
DB02659
DB02703
DB02893
DB03085
DB03088
DB03166
DB03247
DB03255
DB03404
DB03614
DB03651
DB03796
DB03852
DB04160
DB04173
DB04209
DB04272
DB04564
DB04572
DB04574
DB04815
DB04835
DB04837
DB04839
DB04843
DB04844
DB04845
DB04855
DB04861
DB04865
DB04868
DB04871
DB04876
DB04890
DB04895
DB04896
DB04899
DB04908
DB04911
DB04918
DB04920
DB04930
DB04931
DB04932
DB04946
DB05013
DB05016
DB05018
DB05039
DB05259
DB05271
DB05273
DB05276
DB05311
DB05332
DB05351
DB05381
DB05382
DB05528
DB05541
DB05676
DB05679
DB05829
DB05990
DB06014
DB06016
DB06043
DB06077
DB06119
DB06145
DB06153
DB06168
DB06186
DB06196
DB06201
DB06203
DB06204
DB06205
DB06207
DB06209
DB06210
DB06211
DB06212
DB06215
DB06216
DB06217
DB06218
DB06219
DB06228
DB06230
DB06237
DB06273
DB06282
DB06285
DB06290
DB06292
DB06335
DB06343
DB06366
DB06372
DB06401
DB06402
DB06404
DB06410
DB06412
DB06413
DB06415
DB06480
DB06590
DB06595
DB06605
DB06608
DB06616
DB06636
DB06637
DB06643
DB06650
DB06654
DB06655
DB06663
DB06674
DB06684
DB06689
DB06691
DB06695
DB06698
DB06700
DB06701
DB06702
DB06703
DB06704
DB06705
DB06709
DB06710
DB06711
DB06713
DB06715
DB06719
DB06720
DB06723
DB06724
DB06754
DB06756
DB06760
DB06761
DB06764
DB06767
DB06769
DB06770
DB06771
DB06774
DB06775
DB06779
DB06781
DB06782
DB06786
DB06788
DB06789
DB06791
DB06792
DB06794
DB06795
DB06799
DB06800
DB06802
DB06811
DB06812
DB06813
DB06815
DB06817
DB06819
DB06820
DB06822
DB06824
DB06826
DB07565
DB08439
DB08604
DB08813
DB08815
DB08816
DB08819
DB08820
DB08822
DB08824
DB08826
DB08827
DB08860
DB08864
DB08869
DB08872
DB08873
DB08876
DB08877
DB08880
DB08882
DB08883
DB08884
DB08885
DB08886
DB08889
DB08890
DB08893
DB08895
DB08897
DB08900
DB08901
DB08903
DB08904
DB08906
DB08907
DB08908
DB08909
DB08917
DB08918
DB08930
DB08931
DB08933
DB08934
DB08936
DB08938
DB09020
DB09026
DB09027
DB09029
DB09030
DB09031
DB09033
DB09034
DB09035
DB09036
DB09037
DB09038
DB09039
DB09040
DB09041
DB09042
DB09043
DB09045
DB09046
DB09049
DB09050
DB09051
DB09053
DB09060
DB09061
DB09065
DB09067
DB09068
DB09071
DB09072
DB09073
DB09074
DB09075
DB09076
DB09079
DB09080
DB09081
DB09082
DB09083
DB09084
DB09089
DB09090
DB09096
DB09097
DB09100
DB09101
DB09102
DB09104
DB09106
DB09107
DB09108
DB09109
DB09112
DB09113
DB09118
DB09119
DB09122
DB09123
DB09125
DB09126
DB09128
DB09133
DB09136
DB09139
DB09140
DB09144
DB09146
DB09147
DB09148
DB09149
DB09151
DB09152
DB09153
DB09154
DB09161
DB09163
DB09164
DB09165
DB09183
DB09228
DB09237
DB09241
DB09255
DB09263
DB09265
DB09266
DB09269
DB09270
DB09272
DB09275
DB09276
DB09280
DB09281
DB09287
DB09292
DB09293
DB09296
DB09299
DB09301
DB09302
DB09303
DB09310
DB09312
DB09314
DB09320
DB09321
DB09324
DB09325
DB09326
DB09329
DB09331
DB09337
DB09341
DB09345
DB09353
DB09381
DB09389
DB09395
DB09397
DB09401
DB09407
DB09449
DB09459
DB09462
DB09477
DB09479
DB09481
DB09484
DB09488
DB09496
DB09498
DB09499
DB09502
DB09510
DB09511
DB09513
DB09517
DB09526
DB09532
DB09535
DB09536
DB09543
DB09546
DB09555
DB09564
DB09570
DB10062
DB10283
DB10317
DB10318
DB10343
DB10583
DB10769
DB10805
DB10989
DB11064
DB11065
DB11066
DB11074
DB11089
DB11091
DB11092
DB11093
DB11095
DB11110
DB11120
DB11126
DB11164
DB11201
DB11221
DB11228
DB11278
DB11282
DB11312
DB11327
DB11328
DB11330
DB11345
DB11365
DB11386
DB11560
DB11563
DB11571
DB11574
DB11575
DB11580
DB11581
DB11584
DB11586
DB11587
DB11595
DB11596
DB11597
DB11598
DB11601
DB11604
DB11606
DB11607
DB11608
DB11611
DB11613
DB11614
DB11621
DB11624
DB11626
DB11627
DB11632
DB11640
DB11642
DB11644
DB11652
DB11653
DB11660
DB11691
DB11703
DB11712
DB11730
DB11757
DB11760
DB11761
DB11793
DB11799
DB11823
DB11827
DB11828
DB11842
DB11855
DB11859
DB11866
DB11915
DB11921
DB11936
DB11951
DB11978
DB11986
DB11988
DB11995
DB12001
DB12010
DB12020
DB12070
DB12161
DB12240
DB12243
DB12245
DB12278
DB12281
DB12301
DB12328
DB12329
DB12364
DB12366
DB12377
DB12500
DB12532
DB12612
DB12615
DB12783
DB12808
DB12834
DB12865
DB12872
DB12924
DB12942
DB12965
DB13125
DB13133
DB13139
DB13140
DB13146
DB13152
DB13156
DB13157
DB13158
DB13161
DB13170
DB13173
DB13192
DB13200
DB13235
DB13257
DB13268
DB13269
DB13501
DB13503
DB13595
DB13747
DB13751
DB13761
DB13848
DB13873
DB13878
DB13879
DB13884
DB13906
DB13908
DB13909
DB13910
DB13924
DB13925
DB13928
DB13931
DB13933
DB13943
DB13944
DB13946
DB13949
DB13954
DB13956
DB13960
DB13985
DB13995
DB13998
DB13999
DB14006
DB14016
DB14018
DB14033
DB14039
DB14040
DB14041
DB14042
DB14046
DB14048
DB14074
DB14185
DB14473
DB14487
DB14488
DB14491
DB14498
DB14500
DB14503
DB14507
DB14509
DB14512
DB14513
DB14518
DB14520
DB14539
DB14540
DB14543
DB14544
DB14545
DB14596
DB14597
DB14598
DB14600
DB14631
DB14700
DB14711
DB14730
DB14738
DB14754
DB14783
DB14811
DB14879
DB14962
DB14975
DB14999
DB15035
DB15066
DB15271
DB15328
DB15444
DB15465
DB15494
DB15528
DB15566
DB15593
DB15595
DB15598
